v,tunning,n,dataset,task,params,acc,f1,cm,embeddings,lang,loss,val_loss
_grid,3 channels,0.0,esic,education,"{'features_maps': [10, 10, 10], 'kernel_size': [3, 4, 5], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 80, 'max_num_words': 1000, 'dense_units': [128], 'optimizer': None, 'pool_size': [1, 1, 1], 'n_classes': 3}",0.4235772357723577,0.4168757713423175,"[[151 104 155]
 [ 90 130 190]
 [ 71  99 240]]",nilc-fasttext-100dim,pt,1.1279684250115127,1.148149334300648
_grid,3 channels,0.0,esic,education,"{'features_maps': [10], 'kernel_size': [3], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 162, 'max_num_words': 1000, 'dense_units': [128], 'optimizer': None, 'pool_size': [1, 1, 1], 'n_classes': 3}",0.4401515151515151,0.44076746730970506,"[[181 159 100]
 [111 198 131]
 [ 89 149 202]]",nilc-fasttext-100dim,pt,1.0896539593007497,1.0856144778785253
_grid,3 channels,0.0,esic,education,"{'features_maps': [10], 'kernel_size': [3], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 111, 'max_num_words': 1000, 'dense_units': None, 'optimizer': None, 'pool_size': [1, 1, 1], 'n_classes': 3}",0.4592779177162049,0.4587398607194082,"[[200 141  56]
 [116 202  79]
 [ 77 175 145]]",nilc-fasttext-100dim,pt,0.9212804231252462,1.0813789649804433
_grid,3 channels,1.0,esic,education,"{'features_maps': [10], 'kernel_size': [3], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 94, 'max_num_words': 7739, 'dense_units': None, 'optimizer': None, 'pool_size': [1, 1, 1], 'n_classes': 3}",0.4123879380603097,0.3971683535545419,"[[247  96  66]
 [181 167  61]
 [153 164  92]]",nilc-fasttext-100dim,pt,1.0335207774364847,1.206947604970083
_grid,3 channels,2.0,esic,education,"{'features_maps': [40], 'kernel_size': [3], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 89, 'max_num_words': 1000, 'dense_units': None, 'optimizer': None, 'pool_size': [1, 1, 1], 'n_classes': 3}",0.4228070175438596,0.3975256637651205,"[[121  71 188]
 [ 69  83 228]
 [ 42  60 278]]",nilc-fasttext-100dim,pt,0.9933475579302704,1.2825215917731088
_grid,3 channels,3.0,esic,education,"{'features_maps': [40], 'kernel_size': [3], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 76, 'max_num_words': 6328, 'dense_units': None, 'optimizer': None, 'pool_size': [1, 1, 1], 'n_classes': 3}",0.4164687252573238,0.39634978252560416,"[[265  46 110]
 [187  84 150]
 [181  63 177]]",nilc-fasttext-100dim,pt,0.9918996870198992,1.2475174072284054
_grid,3 channels,4.0,esic,education,"{'features_maps': [10], 'kernel_size': [7], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 77, 'max_num_words': 1000, 'dense_units': None, 'optimizer': None, 'pool_size': [1, 1, 1], 'n_classes': 3}",0.4216171617161717,0.4093863046252828,"[[240 128  36]
 [169 172  63]
 [144 161  99]]",nilc-fasttext-100dim,pt,0.9954330204935568,1.1437593164101578
_grid,3 channels,5.0,esic,education,"{'features_maps': [10], 'kernel_size': [7], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 80, 'max_num_words': 7214, 'dense_units': None, 'optimizer': None, 'pool_size': [1, 1, 1], 'n_classes': 3}",0.4133949191685912,0.3677214503751813,"[[337  26  70]
 [270  53 110]
 [243  43 147]]",nilc-fasttext-100dim,pt,1.0476022482230238,1.193992087621373
_grid,3 channels,6.0,esic,education,"{'features_maps': [40], 'kernel_size': [7], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 87, 'max_num_words': 1000, 'dense_units': None, 'optimizer': None, 'pool_size': [1, 1, 1], 'n_classes': 3}",0.4428571428571429,0.43232224055353,"[[257 102  61]
 [165 183  72]
 [173 129 118]]",nilc-fasttext-100dim,pt,1.0471414938150598,1.3119202615847263
_grid,3 channels,7.0,esic,education,"{'features_maps': [40], 'kernel_size': [7], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 77, 'max_num_words': 6723, 'dense_units': None, 'optimizer': None, 'pool_size': [1, 1, 1], 'n_classes': 3}",0.4236111111111111,0.4258041460621214,"[[136 114 134]
 [ 40 150 194]
 [ 32 150 202]]",nilc-fasttext-100dim,pt,1.0500771191713791,1.3459049639376728
